value,mean_similarity,pct_dominant,sentence_count_dominant
Security,0.16777336597442627,28.363283147158814,2336
Power,0.14838451147079468,24.295774647887324,2001
Achievement,0.09369084984064102,11.389023797960176,938
Benevolence,0.08429443836212158,3.970373967945605,327
Universalism,0.13676802814006805,12.129674599320058,999
Stimulation,0.08456054329872131,6.714424477901894,553
Tradition,0.07085446268320084,4.018941233608548,331
Self-Direction,0.06050699204206467,4.164643030597377,343
Conformity,0.09824898838996887,4.953861097620204,408
