value,mean_similarity,pct_dominant,sentence_count_dominant
Security,0.17206446826457977,26.54798761609907,686
Power,0.1399124264717102,21.013931888544892,543
Achievement,0.0824173241853714,6.61764705882353,171
Benevolence,0.10598067194223404,5.65015479876161,146
Universalism,0.15197528898715973,12.848297213622292,332
Stimulation,0.08648113906383514,6.540247678018576,169
Tradition,0.10283366590738297,10.371517027863778,268
Self-Direction,0.05991961061954498,3.8699690402476783,100
Conformity,0.10975015163421631,6.540247678018576,169
